"","id","gtaaType","matchDistance","normalizedTag","score","tag","gametime","typingDuration","game_id","owner_id","matchingTagEntry_id","pioneer","creationDate","id","start","initiator_id","video_id","countExistingVideoTags","match","hour","dayOfWeek"
"295259",295269,NA,NA,"u",0,"u",269000,1000,9467,4479,378416,1,"2011-10-19 17:35:32",9467,"2011-10-19 17:30:57",4479,2675,0,2.85662286805901,17,3
"295261",295271,NA,NA,"hond",50,"hond",1000,1000,9468,4479,19629,0,"2011-10-19 17:36:40",9468,"2011-10-19 17:36:34",4479,2773,0,5.31804100759216,17,3
"295262",295272,NA,NA,"steenoven",50,"steenoven",4000,2000,9468,4479,16229,0,"2011-10-19 17:36:43",9468,"2011-10-19 17:36:34",4479,2773,0,10.5165173544114,17,3
"295263",295273,NA,NA,"gaarkeuken",50,"gaarkeuken",6000,2000,9468,4479,54287,0,"2011-10-19 17:36:45",9468,"2011-10-19 17:36:34",4479,2773,0,7.67548631390173,17,3
"295264",295274,"GeografischeNamen",NA,"limburg",75,"limburg",9000,2000,9468,4479,16231,0,"2011-10-19 17:36:48",9468,"2011-10-19 17:36:34",4479,2773,0,11.4552796888241,17,3
"295265",295275,"GeografischeNamen",NA,"groningen",75,"groningen",15000,2000,9468,4479,16232,0,"2011-10-19 17:36:54",9468,"2011-10-19 17:36:34",4479,2773,0,7.0645240978031,17,3
"295266",295276,NA,NA,"verhalen",50,"verhalen",17000,1000,9468,4479,54294,0,"2011-10-19 17:36:56",9468,"2011-10-19 17:36:34",4479,2773,0,6.50302809656771,17,3
"295267",295277,NA,NA,"steenoven",50,"steenoven",20000,1000,9468,4479,54295,0,"2011-10-19 17:36:59",9468,"2011-10-19 17:36:34",4479,2773,0,6.1424549514496,17,3
"295272",295282,NA,NA,"hond",50,"hond",35000,1000,9468,4479,120461,0,"2011-10-19 17:37:14",9468,"2011-10-19 17:36:34",4479,2773,0,3.69426530385763,17,3
"295273",295283,NA,NA,"steenoven",50,"steenoven",38000,2000,9468,4479,120464,0,"2011-10-19 17:37:16",9468,"2011-10-19 17:36:34",4479,2773,0,4.64910287097862,17,3
"295275",295285,NA,NA,"kijken",50,"kijken",39000,1000,9468,4479,120468,0,"2011-10-19 17:37:18",9468,"2011-10-19 17:36:34",4479,2773,0,2.36787944117144,17,3
"295276",295286,NA,NA,"doen",50,"doen",42000,1000,9468,4479,120467,0,"2011-10-19 17:37:21",9468,"2011-10-19 17:36:34",4479,2773,0,7.23122667760553,17,3
"295279",295289,NA,NA,"lijn",50,"lijn",52000,1000,9468,4479,120472,0,"2011-10-19 17:37:31",9468,"2011-10-19 17:36:34",4479,2773,0,5.65617948531768,17,3
"295284",295294,NA,NA,"lopen",50,"lopen",60000,1000,9468,4479,54312,0,"2011-10-19 17:37:39",9468,"2011-10-19 17:36:34",4479,2773,0,6.90944870647001,17,3
"295285",295295,NA,NA,"trekt",50,"trekt",63000,1000,9468,4479,54313,0,"2011-10-19 17:37:42",9468,"2011-10-19 17:36:34",4479,2773,0,7.45622269171695,17,3
"295286",295296,NA,NA,"u",0,"u",63000,0,9468,4479,193208,0,"2011-10-19 17:37:42",9468,"2011-10-19 17:36:34",4479,2773,0,3.92156074857245,17,3
"295297",295307,NA,NA,"lijn",50,"lijn",82000,1000,9468,4479,120503,0,"2011-10-19 17:38:00",9468,"2011-10-19 17:36:34",4479,2773,0,4.50260720553314,17,3
"295299",295309,NA,NA,"doen",50,"doen",84000,1000,9468,4479,120500,0,"2011-10-19 17:38:03",9468,"2011-10-19 17:36:34",4479,2773,0,5.40718594080912,17,3
"295306",295316,NA,NA,"huis",50,"huis",97000,1000,9468,4479,62113,0,"2011-10-19 17:38:16",9468,"2011-10-19 17:36:34",4479,2773,0,9.08356283666259,17,3
"295320",295330,NA,NA,"u",0,"u",126000,0,9468,4479,NA,1,"2011-10-19 17:38:45",9468,"2011-10-19 17:36:34",4479,2773,0,2.00369874108804,17,3
"295328",295338,NA,NA,"deur",150,"deur",140000,1000,9468,4479,399144,1,"2011-10-19 17:38:59",9468,"2011-10-19 17:36:34",4479,2773,0,3.6684830923367,17,3
"295337",295347,NA,NA,"u",0,"u",158000,0,9468,4479,361834,1,"2011-10-19 17:39:17",9468,"2011-10-19 17:36:34",4479,2773,0,3.00600653017236,17,3
"295356",295366,NA,NA,"u",0,"u",194000,0,9468,4479,120659,0,"2011-10-19 17:39:53",9468,"2011-10-19 17:36:34",4479,2773,0,3.26804094806246,17,3
"295381",295391,NA,NA,"u",0,"u",252000,0,9468,4479,NA,1,"2011-10-19 17:40:51",9468,"2011-10-19 17:36:34",4479,2773,0,2.0000423329728,17,3
"295389",295399,NA,NA,"steenoven",50,"steenoven",6000,2000,9469,627,21346,0,"2011-10-19 18:02:26",9469,"2011-10-19 18:02:15",627,2959,0,7.7971050489264,18,3
"295391",295401,NA,NA,"hond",50,"hond",12000,1000,9469,627,47721,0,"2011-10-19 18:02:32",9469,"2011-10-19 18:02:15",627,2959,0,5.76018331622167,18,3
"295392",295402,NA,NA,"huis",50,"huis",18000,1000,9469,627,21355,0,"2011-10-19 18:02:38",9469,"2011-10-19 18:02:15",627,2959,0,3.70511124240271,18,3
"295395",295405,NA,NA,"tuin",50,"tuin",41000,1000,9469,627,257438,0,"2011-10-19 18:03:01",9469,"2011-10-19 18:02:15",627,2959,0,2.89222259335449,18,3
"295406",295416,NA,NA,"weg",5,"weg",4000,0,9474,6481,NA,1,"2011-10-19 20:00:15",9474,"2011-10-19 20:00:07",6481,10416,0,2.06081006264114,20,3
"295413",295423,NA,NA,"huis",50,"huis",27000,0,9474,6481,63537,0,"2011-10-19 20:00:38",9474,"2011-10-19 20:00:07",6481,10416,0,2.00000007933586,20,3
"295414",295424,NA,NA,"auto",50,"auto",28000,0,9474,6481,63521,0,"2011-10-19 20:00:39",9474,"2011-10-19 20:00:07",6481,10416,0,2.41143298114788,20,3
"295418",295428,NA,NA,"deur",5,"deur",45000,1000,9474,6481,NA,1,"2011-10-19 20:00:55",9474,"2011-10-19 20:00:07",6481,10416,0,2.09279972241561,20,3
"295436",295446,NA,NA,"auto",50,"auto",135000,1000,9474,6481,83757,0,"2011-10-19 20:02:26",9474,"2011-10-19 20:00:07",6481,10416,0,5.00534140440024,20,3
"295437",295447,NA,NA,"weg",50,"weg",138000,3000,9474,6481,83756,0,"2011-10-19 20:02:29",9474,"2011-10-19 20:00:07",6481,10416,0,6.30778155223165,20,3
"295446",295456,"GeografischeNamen",NA,"limburg",25,"limburg",20000,2000,9475,6439,NA,1,"2011-10-19 20:02:46",9475,"2011-10-19 20:02:16",6439,11881,0,2,20,3
"295459",295469,"GeografischeNamen",NA,"amsterdam",75,"amsterdam",46000,4000,9475,6439,26222,0,"2011-10-19 20:03:11",9475,"2011-10-19 20:02:16",6439,11881,0,11.134944955576,20,3
"295476",295486,NA,NA,"hobby",50,"hobby",74000,2000,9475,6439,26238,0,"2011-10-19 20:03:39",9475,"2011-10-19 20:02:16",6439,11881,0,16.3218479007294,20,3
"295478",295488,NA,NA,"sneeuw",50,"sneeuw",84000,3000,9475,6439,26242,0,"2011-10-19 20:03:49",9475,"2011-10-19 20:02:16",6439,11881,0,4.1188163357574,20,3
"295506",295516,NA,NA,"hobby",50,"hobby",145000,3000,9475,6439,26269,0,"2011-10-19 20:04:51",9475,"2011-10-19 20:02:16",6439,11881,0,10.8071353826335,20,3
"295532",295542,NA,NA,"geluk",50,"geluk",276000,1000,9475,6439,31685,0,"2011-10-19 20:07:02",9475,"2011-10-19 20:02:16",6439,11881,0,11.4392977527892,20,3
"295558",295568,NA,NA,"ketting",5,"ketting",109000,3000,9476,6439,NA,1,"2011-10-19 20:13:12",9476,"2011-10-19 20:11:10",6439,10485,0,2,20,3
"295593",295603,NA,NA,"hallo",50,"hallo",40000,1000,9477,6439,21995,0,"2011-10-19 20:19:51",9477,"2011-10-19 20:19:05",6439,640,0,2.47868259953378,20,3
"295607",295617,NA,NA,"tuin",50,"tuin",90000,1000,9477,6439,22084,0,"2011-10-19 20:20:41",9477,"2011-10-19 20:19:05",6439,640,0,4.17436642196974,20,3
"295623",295633,NA,NA,"steenoven",50,"steenoven",6000,2000,9478,6481,74357,0,"2011-10-19 20:21:45",9478,"2011-10-19 20:21:34",6481,3795,0,10.5412818369378,20,3
"295624",295634,NA,NA,"gaarkeuken",50,"gaarkeuken",8000,2000,9478,6481,43016,0,"2011-10-19 20:21:47",9478,"2011-10-19 20:21:34",6481,3795,0,8.75395922693713,20,3
"295626",295636,NA,NA,"hond",50,"hond",10000,1000,9478,6481,56422,0,"2011-10-19 20:21:49",9478,"2011-10-19 20:21:34",6481,3795,0,3.94718581805362,20,3
"295628",295638,NA,NA,"huis",50,"huis",11000,1000,9478,6481,70437,0,"2011-10-19 20:21:50",9478,"2011-10-19 20:21:34",6481,3795,0,2.68259738593881,20,3
"295633",295643,NA,NA,"weg",50,"weg",23000,0,9478,6481,80803,0,"2011-10-19 20:22:03",9478,"2011-10-19 20:21:34",6481,3795,0,3.00921442813724,20,3
"295641",295651,NA,NA,"hond",5,"hond",179000,1000,9477,6439,NA,1,"2011-10-19 20:22:10",9477,"2011-10-19 20:19:05",6439,640,0,2.00000000000031,20,3
"295653",295663,NA,NA,"kijken",5,"kijken",192000,2000,9477,6439,NA,1,"2011-10-19 20:22:22",9477,"2011-10-19 20:19:05",6439,640,0,2,20,3
"295655",295665,"GeografischeNamen",NA,"geel",75,"geel",47000,1000,9478,6481,227834,0,"2011-10-19 20:22:26",9478,"2011-10-19 20:21:34",6481,3795,0,2.00673794700419,20,3
"295679",295689,NA,NA,"verwarming",50,"verwarming",81000,2000,9478,6481,80904,0,"2011-10-19 20:23:00",9478,"2011-10-19 20:21:34",6481,3795,0,2.81873075307798,20,3
"295689",295699,NA,NA,"koken",50,"koken",92000,2000,9478,6481,145486,0,"2011-10-19 20:23:11",9478,"2011-10-19 20:21:34",6481,3795,0,2,20,3
"295697",295707,NA,NA,"bus",5,"bus",102000,0,9478,6481,NA,1,"2011-10-19 20:23:22",9478,"2011-10-19 20:21:34",6481,3795,0,2.00183376204162,20,3
"295704",295714,NA,NA,"tv",50,"tv",115000,0,9478,6481,56485,0,"2011-10-19 20:23:34",9478,"2011-10-19 20:21:34",6481,3795,0,5.2197429348908,20,3
"295708",295718,NA,NA,"raam",150,"raam",126000,1000,9478,6481,302295,1,"2011-10-19 20:23:45",9478,"2011-10-19 20:21:34",6481,3795,0,2.00000040849352,20,3
"295710",295720,NA,NA,"thuis",50,"thuis",278000,2000,9477,6439,22383,0,"2011-10-19 20:23:49",9477,"2011-10-19 20:19:05",6439,640,0,2.20889608223797,20,3
"295727",295737,NA,NA,"huis",50,"huis",172000,1000,9478,6481,56509,0,"2011-10-19 20:24:31",9478,"2011-10-19 20:21:34",6481,3795,0,5.52557506776107,20,3
"295737",295747,NA,NA,"huis",5,"huis",215000,1000,9478,6481,NA,1,"2011-10-19 20:25:14",9478,"2011-10-19 20:21:34",6481,3795,0,2.00167560835675,20,3
"295745",295755,NA,NA,"bus",50,"bus",239000,1000,9478,6481,75241,0,"2011-10-19 20:25:38",9478,"2011-10-19 20:21:34",6481,3795,0,3.03853494983625,20,3
"295764",295774,"GeografischeNamen",NA,"geel",25,"geel",13000,1000,9479,6481,NA,1,"2011-10-19 20:28:58",9479,"2011-10-19 20:28:37",6481,10535,0,2.00000000684327,20,3
"295769",295779,NA,NA,"weg",50,"weg",19000,0,9479,6481,191579,0,"2011-10-19 20:29:04",9479,"2011-10-19 20:28:37",6481,10535,0,2,20,3
"295771",295781,NA,NA,"bus",5,"bus",22000,1000,9479,6481,NA,1,"2011-10-19 20:29:06",9479,"2011-10-19 20:28:37",6481,10535,0,2,20,3
"295779",295789,NA,NA,"huis",5,"huis",38000,0,9479,6481,NA,1,"2011-10-19 20:29:23",9479,"2011-10-19 20:28:37",6481,10535,0,2,20,3
"295782",295792,NA,NA,"hek",50,"hek",50000,0,9479,6481,184335,0,"2011-10-19 20:29:35",9479,"2011-10-19 20:28:37",6481,10535,0,2.61432049562097,20,3
"295789",295799,NA,NA,"hond",5,"hond",66000,1000,9479,6481,NA,1,"2011-10-19 20:29:51",9479,"2011-10-19 20:28:37",6481,10535,0,2.01851409023465,20,3
"295801",295811,NA,NA,"deur",50,"deur",91000,1000,9479,6481,6956,0,"2011-10-19 20:30:15",9479,"2011-10-19 20:28:37",6481,10535,0,2.67032004603564,20,3
"295809",295819,"GeografischeNamen",NA,"geel",25,"geel",107000,1000,9479,6481,NA,1,"2011-10-19 20:30:33",9479,"2011-10-19 20:28:37",6481,10535,0,2.00000000684327,20,3
"295831",295841,NA,NA,"hond",5,"hond",174000,1000,9479,6481,NA,1,"2011-10-19 20:31:40",9479,"2011-10-19 20:28:37",6481,10535,0,2.09319671442072,20,3
"295901",295911,NA,NA,"drank",5,"drank",205000,2000,9480,6439,NA,1,"2011-10-19 20:35:12",9480,"2011-10-19 20:31:21",6439,10439,0,2,20,3
"295912",295922,NA,NA,"u",0,"u",37000,0,9487,5565,NA,1,"2011-10-19 23:35:46",9487,"2011-10-19 23:35:04",5565,7077,0,2,23,3
"295920",295930,"GeografischeNamen",NA,"nederland",25,"nederland",51000,3000,9487,5565,NA,1,"2011-10-19 23:36:00",9487,"2011-10-19 23:35:04",5565,7077,0,2.00002039956484,23,3
"295939",295949,"GeografischeNamen",NA,"nederland",25,"nederland",105000,3000,9487,5565,NA,1,"2011-10-19 23:36:54",9487,"2011-10-19 23:35:04",5565,7077,0,2.00002341074151,23,3
"295958",295968,NA,NA,"water",5,"water",143000,1000,9487,5565,NA,1,"2011-10-19 23:37:32",9487,"2011-10-19 23:35:04",5565,7077,0,2.00111377514784,23,3
"295971",295981,"GeografischeNamen",NA,"nederland",25,"nederland",169000,1000,9487,5565,NA,1,"2011-10-19 23:37:58",9487,"2011-10-19 23:35:04",5565,7077,0,2.09072574457391,23,3
"295977",295987,NA,NA,"water",5,"water",177000,1000,9487,5565,NA,1,"2011-10-19 23:38:07",9487,"2011-10-19 23:35:04",5565,7077,0,2.00111377514784,23,3
"295979",295989,"GeografischeNamen",NA,"nederland",25,"nederland",181000,1000,9487,5565,NA,1,"2011-10-19 23:38:10",9487,"2011-10-19 23:35:04",5565,7077,0,2.09077365534559,23,3
"295999",296009,"GeografischeNamen",NA,"nederland",25,"nederland",230000,1000,9487,5565,NA,1,"2011-10-19 23:38:59",9487,"2011-10-19 23:35:04",5565,7077,0,2.00006048206893,23,3
"296009",296019,NA,NA,"hond",5,"hond",251000,1000,9487,5565,NA,1,"2011-10-19 23:39:20",9487,"2011-10-19 23:35:04",5565,7077,0,2,23,3
"296044",296054,NA,NA,"u",0,"u",66000,0,9488,5644,NA,1,"2011-10-20 09:40:19",9488,"2011-10-20 09:38:32",5644,5575,0,2,9,4
"296060",296070,NA,NA,"ander",5,"ander",96000,0,9488,5644,NA,1,"2011-10-20 09:42:07",9488,"2011-10-20 09:38:32",5644,5575,0,2,9,4
"296070",296080,NA,NA,"bel",5,"bel",122000,0,9488,5644,NA,1,"2011-10-20 09:42:23",9488,"2011-10-20 09:38:32",5644,5575,0,2,9,4
"296074",296084,NA,NA,"raam",5,"raam",134000,0,9488,5644,NA,1,"2011-10-20 09:42:25",9488,"2011-10-20 09:38:32",5644,5575,0,2,9,4
"296079",296089,NA,NA,"weg",5,"weg",148000,0,9488,5644,NA,1,"2011-10-20 09:42:36",9488,"2011-10-20 09:38:32",5644,5575,0,2,9,4
"296100",296110,NA,NA,"hond",5,"hond",8000,0,9489,5644,NA,1,"2011-10-20 09:45:16",9489,"2011-10-20 09:45:02",5644,7806,0,2,9,4
"296155",296165,"GeografischeNamen",NA,"nederland",25,"nederland",175000,1000,9489,5644,NA,1,"2011-10-20 09:49:43",9489,"2011-10-20 09:45:02",5644,7806,0,2,9,4
"296171",296181,NA,NA,"u",0,"u",28000,0,9490,5644,NA,1,"2011-10-20 09:52:49",9490,"2011-10-20 09:52:02",5644,10493,0,2,9,4
"296227",296237,NA,NA,"plant",5,"plant",30000,1000,9491,5644,NA,1,"2011-10-20 09:58:06",9491,"2011-10-20 09:57:02",5644,10619,0,2,9,4
"296231",296241,NA,NA,"u",0,"u",39000,0,9491,5644,NA,1,"2011-10-20 09:58:23",9491,"2011-10-20 09:57:02",5644,10619,0,2,9,4
"296240",296250,NA,NA,"hond",5,"hond",45000,0,9491,5644,NA,1,"2011-10-20 09:58:38",9491,"2011-10-20 09:57:02",5644,10619,0,2,9,4
"296244",296254,NA,NA,"trui",5,"trui",54000,0,9491,5644,NA,1,"2011-10-20 09:59:01",9491,"2011-10-20 09:57:02",5644,10619,0,2,9,4
"296245",296255,NA,NA,"huis",5,"huis",55000,0,9491,5644,NA,1,"2011-10-20 09:59:02",9491,"2011-10-20 09:57:02",5644,10619,0,2,9,4
"296247",296257,NA,NA,"tv",5,"tv",57000,0,9491,5644,NA,1,"2011-10-20 09:59:07",9491,"2011-10-20 09:57:02",5644,10619,0,2,9,4
"296266",296276,NA,NA,"auto",5,"auto",106000,1000,9491,5644,NA,1,"2011-10-20 10:00:44",9491,"2011-10-20 09:57:02",5644,10619,0,2,10,4
"296269",296279,NA,NA,"bel",5,"bel",7000,0,9492,5644,NA,1,"2011-10-20 10:06:00",9492,"2011-10-20 10:05:47",5644,1967,0,2,10,4
"296276",296286,NA,NA,"verhalen",5,"verhalen",27000,5000,9492,5644,NA,1,"2011-10-20 10:06:27",9492,"2011-10-20 10:05:47",5644,1967,0,2,10,4
"296277",296287,NA,NA,"lijn",5,"lijn",31000,1000,9492,5644,NA,1,"2011-10-20 10:07:59",9492,"2011-10-20 10:05:47",5644,1967,0,2,10,4
"296279",296289,NA,NA,"hond",5,"hond",36000,1000,9492,5644,NA,1,"2011-10-20 10:08:00",9492,"2011-10-20 10:05:47",5644,1967,0,2,10,4
"296288",296298,"Persoonsnamen",NA,"gras",25,"gras",48000,0,9492,5644,NA,1,"2011-10-20 10:08:06",9492,"2011-10-20 10:05:47",5644,1967,0,2,10,4
"296291",296301,NA,NA,"blaffen",5,"blaffen",57000,1000,9492,5644,NA,1,"2011-10-20 10:08:08",9492,"2011-10-20 10:05:47",5644,1967,0,2,10,4
"296300",296310,NA,NA,"deur",5,"deur",78000,1000,9492,5644,NA,1,"2011-10-20 10:08:16",9492,"2011-10-20 10:05:47",5644,1967,0,2,10,4
"296325",296335,NA,NA,"hond",50,"hond",4000,0,9494,5644,51274,0,"2011-10-20 10:14:27",9494,"2011-10-20 10:14:09",5644,10426,0,4.89941415262103,10,4
"296327",296337,NA,NA,"auto",50,"auto",8000,2000,9494,5644,51279,0,"2011-10-20 10:14:30",9494,"2011-10-20 10:14:09",5644,10426,0,4.45619225923395,10,4
"296329",296339,NA,NA,"trekt",5,"trekt",12000,0,9494,5644,NA,1,"2011-10-20 10:14:35",9494,"2011-10-20 10:14:09",5644,10426,0,2.81873075307798,10,4
"296339",296349,NA,NA,"bel",50,"bel",31000,1000,9494,5644,20968,0,"2011-10-20 10:16:30",9494,"2011-10-20 10:14:09",5644,10426,0,4.3077815521916,10,4
"296341",296351,NA,NA,"snelwegen",5,"snelwegen",35000,1000,9494,5644,NA,1,"2011-10-20 10:16:33",9494,"2011-10-20 10:14:09",5644,10426,0,2.50122213327265,10,4
"296343",296353,"GeografischeNamen",NA,"amsterdam",75,"amsterdam",35000,0,9494,5644,120711,0,"2011-10-20 10:16:33",9494,"2011-10-20 10:14:09",5644,10426,0,3.7793204379173,10,4
"296346",296356,NA,NA,"kijken",50,"kijken",46000,0,9494,5644,51295,0,"2011-10-20 10:16:36",9494,"2011-10-20 10:14:09",5644,10426,0,4.88405847009757,10,4
"296356",296366,NA,NA,"deur",50,"deur",56000,1000,9494,5644,94289,0,"2011-10-20 10:16:56",9494,"2011-10-20 10:14:09",5644,10426,0,2.04011121786921,10,4
"296374",296384,NA,NA,"hond",50,"hond",25000,1000,9495,6489,59888,0,"2011-10-20 10:48:36",9495,"2011-10-20 10:48:07",6489,2759,0,3.26435880653025,10,4
"296401",296411,NA,NA,"straat",50,"straat",186000,1000,9495,6489,17071,0,"2011-10-20 10:51:18",9495,"2011-10-20 10:48:07",6489,2759,0,3.81884849418061,10,4
"296402",296412,NA,NA,"weg",50,"weg",188000,1000,9495,6489,59996,0,"2011-10-20 10:51:19",9495,"2011-10-20 10:48:07",6489,2759,0,2.55253979432218,10,4
"296406",296416,NA,NA,"deur",5,"deur",203000,1000,9495,6489,NA,1,"2011-10-20 10:51:34",9495,"2011-10-20 10:48:07",6489,2759,0,2,10,4
"296415",296425,NA,NA,"grind",5,"grind",250000,5000,9495,6489,NA,1,"2011-10-20 10:52:21",9495,"2011-10-20 10:48:07",6489,2759,0,2.00022486732418,10,4
"296416",296426,NA,NA,"lopen",50,"lopen",259000,2000,9495,6489,144972,0,"2011-10-20 10:52:30",9495,"2011-10-20 10:48:07",6489,2759,0,2.35740012230394,10,4
"296428",296438,"GeografischeNamen",NA,"amsterdam",175,"amsterdam",11000,1000,9497,5644,312357,1,"2011-10-20 11:55:14",9497,"2011-10-20 11:54:39",5644,11747,0,2.81873075307798,11,4
"296443",296453,"GeografischeNamen",NA,"nederland",25,"nederland",37000,2000,9497,5644,NA,1,"2011-10-20 11:56:08",9497,"2011-10-20 11:54:39",5644,11747,0,2,11,4
"296485",296495,NA,NA,"hond",5,"hond",8000,1000,9498,5644,NA,1,"2011-10-20 12:04:09",9498,"2011-10-20 12:03:55",5644,2808,0,2,12,4
"296540",296550,NA,NA,"tijd",5,"tijd",86000,2000,9498,5644,NA,1,"2011-10-20 12:06:59",9498,"2011-10-20 12:03:55",5644,2808,0,2,12,4
"296550",296560,NA,NA,"tafel",5,"tafel",18000,0,9500,5644,NA,1,"2011-10-20 12:09:45",9500,"2011-10-20 12:09:11",5644,3810,0,2.00027465356997,12,4
"296553",296563,NA,NA,"bel",5,"bel",21000,0,9500,5644,NA,1,"2011-10-20 12:09:51",9500,"2011-10-20 12:09:11",5644,3810,0,2,12,4
"296556",296566,NA,NA,"manbijthond",5,"man bijt hond",28000,1000,9500,5644,NA,1,"2011-10-20 12:10:01",9500,"2011-10-20 12:09:11",5644,3810,0,2,12,4
"296567",296577,NA,NA,"straat",5,"straat",46000,0,9500,5644,NA,1,"2011-10-20 12:10:30",9500,"2011-10-20 12:09:11",5644,3810,0,2,12,4
"296571",296581,NA,NA,"hallo",5,"hallo",52000,0,9500,5644,NA,1,"2011-10-20 12:10:41",9500,"2011-10-20 12:09:11",5644,3810,0,2,12,4
"296576",296586,NA,NA,"tafel",5,"tafel",59000,0,9500,5644,NA,1,"2011-10-20 12:11:57",9500,"2011-10-20 12:09:11",5644,3810,0,2.00027465356997,12,4
"296595",296605,NA,NA,"hond",150,"hond",8000,0,9502,5644,353996,1,"2011-10-20 13:09:31",9502,"2011-10-20 13:09:11",5644,6756,0,2.54881163609403,13,4
"296621",296631,"GeografischeNamen",NA,"amsterdam",25,"amsterdam",29000,2000,9503,6451,NA,1,"2011-10-20 13:10:19",9503,"2011-10-20 13:09:37",6451,8998,0,2,13,4
"296657",296667,NA,NA,"water",5,"water",72000,1000,9503,6451,NA,1,"2011-10-20 13:11:01",9503,"2011-10-20 13:09:37",6451,8998,0,2.00000000022876,13,4
"296685",296695,NA,NA,"tafel",5,"tafel",107000,1000,9503,6451,NA,1,"2011-10-20 13:11:37",9503,"2011-10-20 13:09:37",6451,8998,0,2,13,4
"296697",296707,NA,NA,"doen",5,"doen",117000,1000,9503,6451,NA,1,"2011-10-20 13:11:47",9503,"2011-10-20 13:09:37",6451,8998,0,2,13,4
"296699",296709,"GeografischeNamen",NA,"nederland",25,"nederland",118000,1000,9503,6451,NA,1,"2011-10-20 13:11:48",9503,"2011-10-20 13:09:37",6451,8998,0,2,13,4
"296721",296731,NA,NA,"ander",5,"ander",160000,0,9503,6451,NA,1,"2011-10-20 13:12:30",9503,"2011-10-20 13:09:37",6451,8998,0,2,13,4
"296734",296744,NA,NA,"water",5,"water",183000,1000,9503,6451,NA,1,"2011-10-20 13:12:52",9503,"2011-10-20 13:09:37",6451,8998,0,2.00166155750156,13,4
"296735",296745,NA,NA,"hond",5,"hond",184000,1000,9503,6451,NA,1,"2011-10-20 13:12:54",9503,"2011-10-20 13:09:37",6451,8998,0,2,13,4
"296744",296754,NA,NA,"water",5,"water",215000,1000,9503,6451,NA,1,"2011-10-20 13:13:25",9503,"2011-10-20 13:09:37",6451,8998,0,2.00166155727355,13,4
"296761",296771,NA,NA,"u",0,"u",8000,1000,9504,5644,NA,1,"2011-10-20 13:14:22",9504,"2011-10-20 13:14:04",5644,637,0,2,13,4
"296773",296783,NA,NA,"steenoven",50,"steenoven",6000,6000,9505,6451,42465,0,"2011-10-20 13:14:39",9505,"2011-10-20 13:14:23",6451,2976,0,8.34294522981808,13,4
"296781",296791,NA,NA,"verhalen",50,"verhalen",16000,1000,9505,6451,42469,0,"2011-10-20 13:14:49",9505,"2011-10-20 13:14:23",6451,2976,0,11.6758386714443,13,4
"296782",296792,NA,NA,"lijn",50,"lijn",17000,1000,9505,6451,135708,0,"2011-10-20 13:14:50",9505,"2011-10-20 13:14:23",6451,2976,0,4.60962169871924,13,4
"296787",296797,NA,NA,"gaarkeuken",50,"gaarkeuken",20000,3000,9505,6451,42471,0,"2011-10-20 13:14:53",9505,"2011-10-20 13:14:23",6451,2976,0,11.8953138797058,13,4
"296799",296809,NA,NA,"doen",50,"doen",31000,0,9505,6451,205685,0,"2011-10-20 13:15:04",9505,"2011-10-20 13:14:23",6451,2976,0,8.06042676930588,13,4
"296805",296815,NA,NA,"weg",50,"weg",42000,0,9505,6451,275199,0,"2011-10-20 13:15:15",9505,"2011-10-20 13:14:23",6451,2976,0,3.22200020150123,13,4
"296823",296833,NA,NA,"doen",50,"doen",54000,1000,9505,6451,76271,0,"2011-10-20 13:15:27",9505,"2011-10-20 13:14:23",6451,2976,0,8.0000055157601,13,4
"296832",296842,NA,NA,"tafel",150,"tafel",70000,1000,9505,6451,338277,1,"2011-10-20 13:15:42",9505,"2011-10-20 13:14:23",6451,2976,0,2.51013902674279,13,4
"296838",296848,NA,NA,"huis",5,"huis",60000,0,9504,5644,NA,1,"2011-10-20 13:15:50",9504,"2011-10-20 13:14:04",5644,637,0,2,13,4
"296845",296855,NA,NA,"hond",50,"hond",83000,1000,9505,6451,76285,0,"2011-10-20 13:15:56",9505,"2011-10-20 13:14:23",6451,2976,0,4.67984049319934,13,4
"296866",296876,NA,NA,"hond",50,"hond",122000,1000,9505,6451,275277,0,"2011-10-20 13:16:35",9505,"2011-10-20 13:14:23",6451,2976,0,3.71235992935625,13,4
"296867",296877,NA,NA,"huis",50,"huis",124000,0,9505,6451,135826,0,"2011-10-20 13:16:37",9505,"2011-10-20 13:14:23",6451,2976,0,2.43409344970561,13,4
"296874",296884,NA,NA,"hond",50,"hond",141000,1000,9505,6451,30090,0,"2011-10-20 13:16:54",9505,"2011-10-20 13:14:23",6451,2976,0,12.0120506317001,13,4
"296877",296887,NA,NA,"bel",5,"bel",1000,0,9506,5644,NA,1,"2011-10-20 13:17:01",9506,"2011-10-20 13:16:49",5644,1859,0,2,13,4
"296879",296889,NA,NA,"hond",5,"hond",3000,1000,9506,5644,NA,1,"2011-10-20 13:17:01",9506,"2011-10-20 13:16:49",5644,1859,0,2,13,4
"296892",296902,"Persoonsnamen",NA,"gras",75,"gras",167000,2000,9505,6451,76317,0,"2011-10-20 13:17:19",9505,"2011-10-20 13:14:23",6451,2976,0,2.49911603251039,13,4
"296898",296908,NA,NA,"bedankt",5,"bedankt",173000,1000,9505,6451,NA,1,"2011-10-20 13:17:26",9505,"2011-10-20 13:14:23",6451,2976,0,2.00000001522998,13,4
