"","typingDuration","game_id","video_id","hour","dayOfWeek","match"
"31851",1000,12596,1792,10,3,0.50860730729017
"31852",0,12596,1792,10,3,0.02088741936709
"31853",0,12596,1792,10,3,1.48202236857573
"31854",1000,12596,1792,10,3,0.20190937267011
"31855",1000,12596,1792,10,3,0.55251228135168
"31856",0,12596,1792,10,3,0.00647388023794981
"31857",1000,12596,1792,10,3,3.10852290270293
"31858",1000,12596,1792,10,3,6.08260950708697
"31859",0,12596,1792,10,3,0.000750861725120178
"31860",1000,12596,1792,10,3,5.33031725440768
"31861",1000,12596,1792,10,3,6.58270456450353
"31862",0,12596,1792,10,3,2.1360486921073
"31863",3000,12602,10569,12,3,1.73564776305523
"31864",1000,12602,10569,12,3,3.00500389532797
"31865",4000,12602,10569,12,3,3.81504450326694
"31866",3000,12603,11898,12,3,0.34607294837847
"31867",0,12603,11898,12,3,0
"31868",1000,12603,11898,12,3,0.928011563651
"31869",1000,12603,11898,12,3,0.67032004603565
"31870",3000,12603,11898,12,3,1.81873075307798
"31871",1000,12603,11898,12,3,1.02140518265514e-14
"31872",3000,12605,2599,15,3,0.000780809832860108
"31873",1000,12606,8267,15,3,0
"31874",1000,12605,2599,15,3,2.50451639871585e-07
"31875",1000,12606,8267,15,3,0.81873075307798
"31876",1000,12606,8267,15,3,0.81873075307798
"31877",2000,12605,2599,15,3,3.81988329856142e-07
"31878",1000,12605,2599,15,3,0
"31879",4000,12625,3120,17,3,0
"31880",3000,12625,3120,17,3,1.88945172816531
"31881",2000,12633,3149,20,3,6.60451245912341
"31882",2000,12633,3149,20,3,2.52463582345831
"31883",1000,12633,3149,20,3,2.76577671282027
"31884",1000,12633,3149,20,3,3.04528969950183
"31885",1000,12633,3149,20,3,2.01096013810692
"31886",1000,12635,829,21,3,0
"31887",2000,12636,3421,21,3,3.91779856325424
"31888",1000,12636,3421,21,3,1.92953391144032
"31889",0,12637,11572,21,3,0.00118150388433991
"31890",2000,12642,1115,21,3,0
"31891",2000,12642,1115,21,3,0.67032004603564
"31892",3000,12643,2831,21,3,3.57584126938681
